Category,Description,Address,City,Postal Code,Floor Space,Floor Space Unit,Avg Hours/Week,Annual Flow (Mega Litres),Electricity Quantity,Electricity Unit,Natural Gas Quantity,Natural Gas Unit,Fuel Oil 1 & 2 Quantity,Fuel Oil 1 & 2 Unit,Fuel Oil 4 & 6 Quantity,Fuel Oil 4 & 6 Unit,Propane Quantity,Propane Unit,Coal Quantity,Coal Unit,Wood Quantity,Wood Unit,District Heating Quantity,District Heating Unit,District Heating Renewable?,"District Heating If Yes, enter Emission Factor",District Cooling Quantity,District Cooling Unit,District Cooling Renewable?,"District Cooling If Yes, enter Emission Factor",GHG Emissions(Kg),Energy Intensity(ekWh/sqft),Energy Intensity(ekWh/Mega Litre),Building / Operation Identifier,Comments
Coronation Park,Other,663 Lake Shore Blvd. W,Toronto,M5V 3Y7,8105,Square feet,100,0,255282.4096,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,11232,31.5,,CP,Outdoor Recreational Facilities
Station #33,Ambulance stations and associated offices and facilities,760 Dovercourt Rd,Toronto,M6H 2X2,3132,Square feet,168,0,32040.74981,kWh,5190.992647,Cubic meter,,,,,,,,,,,,,,,,,,,11221,27.7,,AS33,Ambulance Stations
Curran Hall C.C,Community centres,277 Orton Park Rd,Toronto,M1G 3B9,2508,Square feet,100,0,40895.93099,kWh,4924.954459,Cubic meter,,,,,,,,,,,,,,,,,,,11108,37.0,,CURAC,Community Centres
Brimley Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",451 Brimley Rd,Toronto,M1J 1A2,2809,Square feet,70,0,28336.16008,kWh,5204.910802,Cubic meter,,,,,,,,,,,,,,,,,,,11084,29.6,,BRLY,Storage Facilities
Norwood Park,Other,10 Norwood Rd,Toronto,M4E 2R8,1905,Square feet,100,0,7943.1013,kWh,5634.176973,Cubic meter,,,,,,,,,,,,,,,,,,,10998,35.4,,NORW,Outdoor Recreational Facilities
Mount Dennis Community Ctr,Community centres,4 Hollis St,Toronto,M6M 4M9,3003,Square feet,100,0,48666.56846,kWh,4645.243047,Cubic meter,,,,,,,,,,,,,,,,,,,10921,32.5,,MOUNC,Community Centres
Grange Park FH / WR,Other,317 Dundas St W,Toronto,M5T 1G4,1679,Square feet,100,0,15504.92002,kWh,5338.354667,Cubic meter,,,,,,,,,,,,,,,,,,,10772,42.8,,GPWR,Outdoor Recreational Facilities
Wards Island Buildings,Other,0 Wards Isld,Toronto,M5J 2C2,0,Square feet,100,0,15154.40132,kWh,5334.10925,Cubic meter,,,,,,,,,,,,,,,,,,,10748,,,WIB,Outdoor Recreational Facilities
Royalcrest Rink (outdoor),Other,50 Cabernet Circle,Toronto,M9V 4Z4,2508,Square feet,100,0,240811.1262,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10596,96.0,,ROYAR,Outdoor Recreational Facilities
Baird Park W.Pool,Other,275 Keele St,Toronto,M6P 2K4,1970,Square feet,100,0,16277.73656,kWh,5200.110417,Cubic meter,,,,,,,,,,,,,,,,,,,10544,36.1,,BPWP,Outdoor Recreational Facilities
Rouge Water Tank & Valve House,Other,8200 Sheppard Ave.E.,Toronto,M1B 5K2,2142,Square feet,168,0,238631.9374,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10500,111.4,,AS25,Water Misc Service
Summerlea Rink,Other,2 Arcot Blvd,Toronto,M9W 2N7,0,Square feet,100,0,228890.623,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10071,,,SUMMR,Outdoor Recreational Facilities
Thomas Riley Park,Other,1278 Islington Ave,Toronto,M9A 3J9,0,Square feet,100,0,29660.26764,kWh,4596.637502,Cubic meter,,,,,,,,,,,,,,,,,,,9993,,,TRP,Outdoor Recreational Facilities
Davenport C.C,Community centres,1347 Davenport Rd,Toronto,M6H 2H5,2282,Square feet,100,0,6816.025903,kWh,5118.678432,Cubic meter,,,,,,,,,,,,,,,,,,,9974,26.7,,DAVPC,Community Centres
Glen Rouge Park,Other,7540 Kingston Rd,Toronto,M1N 4G1,2013,Square feet,100,0,226341.7069,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9959,112.4,,GRP,Outdoor Recreational Facilities
Centennial Ski Hill,Other,206 Centennial Pk Rd,Toronto,M9C 5N3,0,Square feet,100,0,225366.72,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9916,,,CTSH,Outdoor Recreational Facilities
Woodbine Park,Other,1695 Queen St E,Toronto,M4L 1G5,0,Square feet,100,0,225306.972,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9914,,,1695QU,Outdoor Recreational Facilities
Perth Dupont,Public libraries,1589 Dupont St.,Toronto,M6P 3S5,3627,Square feet,70,0,27259.84122,kWh,4558.303571,Cubic meter,,,,,,,,,,,0,0,  ,,  ,0,  ,  ,9815,20.8,,PE,Public Libraries
Station #22,Ambulance stations and associated offices and facilities,3100 Eglinton Ave. E.,Toronto,M1J 2H1,2583,Square feet,168,0,40959.91086,kWh,4199.180147,Cubic meter,,,,,,,,,,,,,,,,,,,9739,33.0,,AS22,Ambulance Stations
Station #47,Ambulance stations and associated offices and facilities,3600 St. Clair Ave. E.,Toronto,M1K 1M2,1787,Square feet,168,0,39809.08813,kWh,4213.296949,Cubic meter,,,,,,,,,,,,,,,,,,,9715,47.2,,AS47,Ambulance Stations
Dovercourt B&G Club,Indoor recreational facilities,155 Bartlett Ave,Toronto,M6H 3G1,23971,Square feet,100,0,219986.1503,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9679,9.2,,DOVCC,Indoor Recreational Facilities
Palmerston,Public libraries,560 Palmerston Ave.,Toronto,M6G 2P7,8493,Square feet,70,0,219775.2189,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9670,25.9,,PM,Public Libraries
Earlscourt Park,Other,1200 Landsdowne Ave,Toronto,M6H 3Z8,9515,Square feet,100,0,201461.9817,kWh,423.516129,Cubic meter,,,,,,,,,,,,,,,,,,,9665,21.6,,ECP,Outdoor Recreational Facilities
Horner Avenue Senior Centre,Indoor recreational facilities,320 Horner Ave,Toronto,M8W 2C2,4252,Square feet,100,0,24059.55847,kWh,4546.310303,Cubic meter,,,,,,,,,,,,,,,,,,,9651,16.9,,HORNC,Indoor Recreational Facilities
North East District Salt Dome,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1 Nantucket Blvd,Toronto,M1P 2N5,9526,Square feet,70,0,218753.6829,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9625,23.0,,NEDOME,Storage Facilities
Trinity Bellwoods Outdoor Rink,Other,140 Gore Vale  Ave,Toronto,M6J 1G3,1001,Square feet,100,0,183796.3948,kWh,741.259323,Cubic meter,,,,,,,,,,,,,,,,,,,9488,191.4,,TBWODR,Outdoor Recreational Facilities
Station #32,Ambulance stations and associated offices and facilities,9 Clendenan Ave.,Toronto,M6P 2W4,3218,Square feet,168,0,22241.46901,kWh,4360.626186,Cubic meter,,,,,,,,,,,,,,,,,,,9220,21.2,,AS32,Ambulance Stations
Stanley Park,Other,860 King St W,Toronto,M5V 1P1,4855,Square feet,100,0,14340.21642,kWh,4530.213375,Cubic meter,,,,,,,,,,,,,,,,,,,9193,12.8,,STLP,Outdoor Recreational Facilities
Woodview Park,Public libraries,16-18 Bradstock Rd,Toronto,M9M 1M8,5360,Square feet,70,0,51085.2343,kWh,3653.338653,Cubic meter,,,,,,,,,,,,,,,,,,,9153,16.7,,WP,Public Libraries
Wellington Yard & Storage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",677 Wellington St W,Toronto,M5V 1G8,21269,Square feet,70,0,33286.46435,kWh,4021.847111,Cubic meter,,,,,,,,,,,,,,,,,,,9066,3.6,,WYS,Storage Facilities
Markdale Rec & Daycare,Indoor recreational facilities,41 Markdale Ave,Toronto,M6C 1T3,1829,Square feet,100,0,7264.526168,kWh,4624.823529,Cubic meter,,,,,,,,,,,,,,,,,,,9061,30.7,,MARKDA,Indoor Recreational Facilities
Humber Bay Park West,Other,2225 Lake Shore Blvd.W.,Toronto,M8V 0B1,3875,Square feet,100,0,76716.58483,kWh,2942.633332,Cubic meter,,,,,,,,,,,,,,,,,,,8937,27.8,,HBPW,Outdoor Recreational Facilities
Maryvale,Public libraries,85 Ellesmere Rd,Toronto,M1R 4B9,4424,Square feet,70,0,63415.91512,kWh,3236.889176,Cubic meter,,,,,,,,,,,,,,,,,,,8908,22.1,,MRV,Public Libraries
Seneca Village C.C,Community centres,1700 Finch Ave E,Toronto,M2J 4X8,9408,Square feet,100,0,202076.6508,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8891,21.5,,SENEC,Community Centres
Campbell Ave Playground,Other,225 Campbell Av,Toronto,M1P 4N7,1453,Square feet,100,0,201188.979,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8852,138.5,,CBPG,Outdoor Recreational Facilities
50 Wabash,Other,50 Wabash,Toronto,M6R 1N2,2992,Square feet,100,0,16603.7456,kWh,4203.728067,Cubic meter,,,,,,,,,,,,,,,,,,,8676,20.4,,50WABA,Leasing
Centennial Ski Chalet,Other,256 Centennial Pk Rd,Toronto,M9C 5N3,7621,Square feet,100,0,196186.8381,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8632,25.7,,CTSC,Outdoor Recreational Facilities
Dieppe Park Baseball Clubhouse,Other,455 Cosburn Ave,Toronto,M4J 2N2,2508,Square feet,100,0,4731.456,kWh,4427.747,Cubic meter,,,,,,,,,,,,,,,,,,,8577,20.5,,DPBC,Outdoor Recreational Facilities
40 Larch St,Parking garages,40 Larch St,Toronto,M5T 1C9,0,Square feet,168,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8438,,,40LARC,Parking Lots and Garages
91 Via Italia,Parking garages,91 Via Italia,Toronto,M6H 3R9,0,Square feet,168,0,190017.4946,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8361,,,91VIA,Parking Lots and Garages
Jack Goodlad Park,Other,929 Kennedy Rd,Toronto,M1K 2E8,2271,Square feet,100,0,74453.55478,kWh,2645.954978,Cubic meter,,,,,,,,,,,,,,,,,,,8277,45.1,,JGLP,Outdoor Recreational Facilities
Buttonwood Rink,Other,30 Mulham Pl,Toronto,M9A 4W1,0,Square feet,100,0,187898.3736,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8268,,,BUTTR,Outdoor Recreational Facilities
Beaches R.C,Indoor recreational facilities,6 Williamson Rd,Toronto,M4E 1K5,14445,Square feet,100,0,186269.6918,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8196,12.9,,BEACC,Indoor Recreational Facilities
Zion School House,Cultural facilities,1091 Finch Ave. E,Toronto,M2J 2X3,1582,Square feet,100,0,16416.67602,kWh,3932.049655,Cubic meter,,,,,,,,,,,,,,,,,,,8154,36.6,,ZSHX,Cultural Facilities
Ralph Thornton Community Ctr,Community centres,765 Queen St E,Toronto,M4M 1H3,17061,Square feet,100,0,184580.6921,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8122,10.8,,RALPC,Community Centres
Kiwanis Pool Change Rooms,Other,375 Cedarvale Avenue,Toronto,M4C 4K7,2939,Square feet,100,0,183212.179,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8061,62.3,,KWCR,Outdoor Recreational Facilities
Swansea Sewage Pumping Station,Facilities related to the pumping of sewage,110 The Queensway,Toronto,M6S 1A5,527,Square feet,168,1391.247804,182274.8061,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,8020,345.9,131.0,SSPS,Sewage Pumping Facilities
Black Creek,Public libraries,1700 Wilson Ave,Toronto,M3L 1B2,7093,Square feet,70,0,70053.09236,kWh,2597.412903,Cubic meter,,,,,,,,,,,,,,,,,,,7991,13.7,,BC,Public Libraries
Gihon Spring Pool,Other,75 Gihon Spring Dr,Toronto,M9V 4X6,1873,Square feet,100,0,30794.11033,kWh,3462,Cubic meter,,,,,,,,,,,,,,,,,,,7898,36.0,,GSP,Outdoor Recreational Facilities
Brock West Landfill,Other,2357 Meriadoc Dr,Pickering,L1X 2T1,10764,Square feet,70,0,179427.8852,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,7895,16.7,,BWL,Landfill Operations
WS Service Chambers,Other,Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,177093.0467,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,7792,,,WSSC,Water Misc Service
Rivercrest Rink,Other,30 Harefield Dr,Toronto,M9W 4C9,495,Square feet,100,0,174653.9888,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,7685,352.8,,30HARE,Outdoor Recreational Facilities
David A. Balfour Park,Other,75 Rosehill  Ave,Toronto,M4T 2C4,0,Square feet,100,0,16376.01122,kWh,3654.881456,Cubic meter,,,,,,,,,,,,,,,,,,,7628,,,DABP,Outdoor Recreational Facilities
Fairhaven Pool (outdoor),Other,100 Golfwood Heights,Toronto,M9P 3M2,1195,Square feet,100,0,43365.20431,kWh,3008.581485,Cubic meter,,,,,,,,,,,,,,,,,,,7594,62.9,,FHP,Outdoor Recreational Facilities
Roundhouse Complex,Cultural facilities,222 Bremner Bv,Toronto,M5V 3L9,94001,Square feet,100,0,170724.1787,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,7512,1.8,,RHCX,Cultural Facilities
Cassandra Park,Other,240 Cassandra Blvd,Toronto,M3A 1V3,861,Square feet,100,0,167294.2882,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,7361,194.3,,BBKP,Outdoor Recreational Facilities
Humber Bay,Public libraries,200 Parklawn Rd,Toronto,M8Y 3J3,2400,Square feet,70,0,44382.64563,kWh,2796.018182,Cubic meter,,,,,,,,,,,,,,,,,,,7237,30.8,,HB,Public Libraries
Various TPA Locations Etobicoke,Parking garages,Various TPA Locations Etobicoke,Toronto,M8Z 6C7,0,Square feet,168,0,164470.9513,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,7237,,,PAVAR,Parking Lots and Garages
Elmbrook Park,Public libraries,2 Elmbrook Crescent,Toronto,M9C 5B4,3595,Square feet,70,0,61684.15742,kWh,2318.836176,Cubic meter,,,,,,,,,,,,,,,,,,,7097,24.0,,EB,Public Libraries
Fire Stn former TO #35,Fire stations and associated offices and facilities,11 Queens Quay W,Toronto,M5J 2H3,3143,Square feet,168,0,158899.362,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6992,50.6,,FS35TO,Fire Stations
Sunnybrook Stable,Other,1050 Leslie St,Toronto,M3C 1H8,7535,Square feet,100,0,55804.49187,kWh,2381.798387,Cubic meter,,,,,,,,,,,,,,,,,,,6957,10.7,,PMU,Outdoor Recreational Facilities
Westmount Pool (outdoor),Other,22 Arcade Dr,Toronto,M1P 4N7,1195,Square feet,100,0,0,0,3609,Cubic meter,,,,,,,,,,,,,,,,,,,6821,31.9,,WMTP,Outdoor Recreational Facilities
Ryerson Community Park,Other,2A Gould St,Toronto,M1P 4N7,1421,Square feet,100,0,153703.6122,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6763,108.2,,RSCP,Outdoor Recreational Facilities
Maryvale Park,Other,1325 Pharmacy Ave,Toronto,M1R 2J1,5100,Square feet,100,0,45274.76047,kWh,2516.745793,Cubic meter,,,,,,,,,,,,,,,,,,,6749,14.1,,MARY,Outdoor Recreational Facilities
Birchmount Stadium,Other,85 Birchmount Rd,Toronto,M1N 3J7,0,Square feet,100,0,151718.4244,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6676,,,BMTS,Outdoor Recreational Facilities
Spadina St Clair Reservoir,Other,301 St Clair Ave W Spad S/E,Toronto,M4V 1S4,678,Square feet,168,0,149883.2094,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6595,221.1,,SPADR,Water Misc Service
Keelesdale Park,Other,2801 Eglinton Ave W,Toronto,M6M 5B4,0,Square feet,100,0,148066.6655,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6515,,,KLDP,Outdoor Recreational Facilities
"Radio, Electronics and Telecom",Police stations and associated offices and facilities,951 Wilson Ave,Toronto,M3K 2A7,18000,Square feet,168,0,119775.8538,kWh,657.03125,Cubic meter,,,,,,,,,,,,,,,,,,,6512,7.0,,PCB,Police Stations
Kennedy Eglinton,Public libraries,2380 Eglinton Ave E,Toronto,M1K 2P3,7653,Square feet,70,0,120050.6257,kWh,616.088235,Cubic meter,,,,,,,,,,,,,,,,,,,6447,16.5,,KE,Public Libraries
113 Spadina Rd,Other,113 Spadina Rd,Toronto,M5R 2T8,0,Square feet,100,0,14322.78086,kWh,3046.683871,Cubic meter,,,,,,,,,,,,,,,,,,,6388,,,113SPAD,Leasing
Valleyfield Rink (outdoor),Other,35 The Westway,Toronto,M9P 2B4,0,Square feet,100,0,144194.7809,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6345,,,VALLR,Outdoor Recreational Facilities
L'Amoreaux Sports Centre,Indoor recreational facilities,100 Silver Springs Blvd,Toronto,M1W 1W1,24779,Square feet,100,0,0,0,3266.420929,Cubic meter,,,,,,,,,,,,,,,,,,,6174,1.4,,LASC,Indoor Recreational Facilities
Redlands Sewage Pumping Station,Facilities related to the pumping of sewage,10 Redland Cres E,Toronto,M1M 1B6,0,Square feet,168,578.8645576,139414.0708,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6134,,240.8,10REDL,Sewage Pumping Facilities
Kingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,3241 Kingston Rd,Toronto,M1M 1P7,0,Square feet,168,83.96784,139291.6785,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6129,,"1,658.9",3241KI,Sewage Pumping Facilities
Dawes Road,Public libraries,416 Dawes Rd,Toronto,M4B 2EB,6501,Square feet,70,0,137346.8245,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6043,21.1,,DR,Public Libraries
Livingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,42 Livingston Rd,Toronto,M1E 1K7,0,Square feet,168,294.4867869,137101.1776,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6032,,465.6,LIVING,Sewage Pumping Facilities
Swansea Town Hall Comm Ctr,Community centres,95 Lavinia Ave,Toronto,M6S 3H9,14402,Square feet,100,0,135392.2067,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5957,9.4,,SWANC,Community Centres
Leslie Grove Park,Community centres,1158 Queen St E,Toronto,M1P 4N7,1389,Square feet,100,0,20345.77096,kWh,2652.911765,Cubic meter,,,,,,,,,,,,,,,,,,,5909,34.8,,LGP,Community Centres
Adams Park,Other,2 Rozell Rd,Toronto,M1C 2L1,0,Square feet,100,0,133354.8711,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5868,,,ADAM,Outdoor Recreational Facilities
North Queen St Storm Pumping Station,Other,20 North Queen St,Etobicoke,M8Z 2C4,676,Square feet,168,33.7880313,26104.11659,kWh,2490.029697,Cubic meter,,,,,,,,,,,,,,,,,,,5855,77.5,"1,550.6",NS28,Storm Pumping Facilities
Spadina Rd 35,Other,35 Spadina Rd,Toronto,M5R 2S9,3552,Square feet,100,0,11353.55131,kWh,2818.881613,Cubic meter,,,,,,,,,,,,,,,,,,,5827,11.6,,SR35,Leasing
Centennial Park,Other,56 Centennial Park Blvd,Toronto,M9C 5N3,0,Square feet,168,0,132035.4493,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5810,,,56CENT,Outdoor Recreational Facilities
Bayview,Public libraries,2901 Bayview Ave,Toronto,M2N 5Z7,6340,Square feet,70,0,129895.0576,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5715,20.5,,BY,Public Libraries
Scott Westney House,Community centres,180 McLevin Ave,Toronto,M1B 6H7,3046,Square feet,100,0,129554.5886,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5700,42.5,,SWH,Community Centres
Downsview Dell,Social housing,1651 Sheppard Ave W,Toronto,M3M 2X4,5199,Square feet,168,0,129474.9863,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5697,24.9,,DVD,Shelters & Housing
Rennie Park /Tennis,Other,25 Morningside Ave,Toronto,M1E 3B9,0,Square feet,100,0,126743.7897,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5577,,,RPTC,Outdoor Recreational Facilities
Milliken Concession,Other,4235 McCowan Rd,Toronto,M1V 4P1,4004,Square feet,100,0,126709.6777,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5575,31.6,,MILC,Outdoor Recreational Facilities
Northern Elms,Public libraries,123B Rexdale Blvd,Toronto,M9W 1P1,3035,Square feet,70,0,53842.75773,kWh,1625.497326,Cubic meter,,,,,,,,,,,,,,,,,,,5441,23.4,,NE,Public Libraries
Hollywood Park Tennis,Other,75 Hollywood Ave.,Toronto,M4L 2K4,1668,Square feet,100,0,0,kWh,2300.02944,Cubic meter,,,,,,,,,,,,,,,,,,,5423,29.2,,HWTC,Outdoor Recreational Facilities
Lakeshore Community Ctr,Community centres,2445 Lakeshore Blvd W,Toronto,M8V 3B5,5952,Square feet,100,0,120311.1166,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5294,20.2,,LAKEC,Community Centres
Guildwood,Public libraries,123 Guildwood Pkwy,Toronto,M1E 4V2,3014,Square feet,70,0,35154.48615,kWh,1976.991848,Cubic meter,,,,,,,,,,,,,,,,,,,5283,18.6,,GW,Public Libraries
East York Clubhouse,Indoor recreational facilities,323-525 Cosburn Ave,Toronto,M4J 4Y7,1001,Square feet,100,0,14025.47463,kWh,2436.332661,Cubic meter,,,,,,,,,,,,,,,,,,,5222,39.7,,EYCH,Indoor Recreational Facilities
Borough of North York Park,Other,30 Elkhorn Dr.,Toronto,M2K 1J3,0,Square feet,100,0,36879.03375,kWh,1886.882827,Cubic meter,,,,,,,,,,,,,,,,,,,5189,,,PARK,Outdoor Recreational Facilities
Dentonia Park Clubhouse,Other,80 Thyra Ave,Toronto,M4C 5G5,3165,Square feet,100,0,16693.60949,kWh,2340.966552,Cubic meter,,,,,,,,,,,,,,,,,,,5159,13.1,,DTPC,Outdoor Recreational Facilities
Maple Leaf Cottage,Cultural facilities,62 Laing St Rr,Toronto,M4L 2N2,2842,Square feet,100,0,9836.236436,kWh,2490.529412,Cubic meter,,,,,,,,,,,,,,,,,,,5140,12.7,,MPLC,Cultural Facilities
Dufferin Reservoir,Other,Dufferin Reservoir,Maple,L6A 1S2,635,Square feet,168,0,114646.1749,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5044,180.5,,DUFFR,Water Misc Service
Bennington Heights Clubhouse,Indoor recreational facilities,457 Heath Ave,Toronto,M4G 1B8,1432,Square feet,100,0,5175.884434,kWh,2447.364374,Cubic meter,,,,,,,,,,,,,,,,,,,4853,21.7,,BNHC,Indoor Recreational Facilities
301 Scott Rd,Parking garages,301 Scott Rd,Toronto,M6M 3V5,0,Square feet,168,0,109363.7452,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4812,,,PLSC,Parking Lots and Garages
Alexander Muir Park Gardens,Other,2877 Yonge St,Toronto,M4N 3N8,0,Square feet,100,0,26412.8137,kWh,1928.119385,Cubic meter,,,,,,,,,,,,,,,,,,,4806,,,AXMP,Outdoor Recreational Facilities
Cumberland St Parkette,Other,115 Cumberland St,Toronto,M5R 3N7,0,Square feet,100,0,106777.5982,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4698,,,CBLP,Outdoor Recreational Facilities
Sherwood Park,Other,190 Sherwood Ave,Toronto,M4P 2A8,5909,Square feet,100,0,106154.2942,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4671,18.0,,SHEP,Outdoor Recreational Facilities
St Clair Silverthorn,Public libraries,1748 St. Clair Ave. W.,Toronto,M6N 1J4,4585,Square feet,70,0,28910.64637,kWh,1792.462997,Cubic meter,,,,,,,,,,,,,,,,,,,4660,10.4,,STCS,Public Libraries
Beare Road Landfill,Other,8132 Finch Ave E,Scarborough,M1B 5W3,5942,Square feet,70,0,105396.6507,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4637,17.7,,BRL,Landfill Operations
Maple Leaf A.I.R,Other,320 Culford Rd,Toronto,M6L 2V7,2303,Square feet,100,0,103339.5778,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4547,44.9,,MAPLR,Outdoor Recreational Facilities
Gibson House Museum,Cultural facilities,5172 Yonge St,Toronto,M2N 5P6,8364,Square feet,100,0,101284.8605,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4457,12.1,,GIBH,Cultural Facilities
Roywood A.I.R,Other,9 Roywood Dr,Toronto,M3A 2C6,2303,Square feet,100,0,99725.42616,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4388,43.3,,ROYWR,Outdoor Recreational Facilities
John Innes Community Recreation Centre,Indoor swimming pools,150 Sherbourne St,Toronto,M5A 2R6,28055,Square feet,100,0,99361.7684,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4372,3.5,,JIP,Indoor Swimming Pool
Rotary Peace Park,Other,153 Lake Shore Dr,Toronto,M8V 2A1,1647,Square feet,100,0,8758.837007,kWh,2085.649223,Cubic meter,,,,,,,,,,,,,,,,,,,4327,18.7,,153LAK,Outdoor Recreational Facilities
Little Norway Park,Other,659 Queens Quay W,Toronto,M5V 3G3,2540,Square feet,100,0,95969.23821,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4223,37.8,,LNWP,Outdoor Recreational Facilities
51 Dockside Dr,Other,51 Dockside Dr,Toronto,M5A 1B6,0,Square feet,100,0,95842.72065,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4217,,,51DOCK,Outdoor Recreational Facilities
Wellington Yard & Office,"Storage facilities where equipment or vehicles are maintained, repaired or stored",677 Wellington St W,Toronto,M5V 1G8,2164,Square feet,70,0,95359.68988,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4196,44.1,,WYO,Storage Facilities
Toronto Island Street Lighting,Street lighting,Lake Shore Ave.,Toronto,M5J 2W2,0,Square feet,70,0,95087.95548,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4184,,,TISL,Streetlighting
Cliffcrest Employment Services,"Administrative offices and related facilities, including municipal council chambers",2989 Kingston Rd,Toronto,M1M 1P1,8530,Square feet,70,0,94561.37054,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4161,11.1,,2989KINGSTON2,Administrative Offices
Oriole Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2747 Old Leslie St,Toronto,M2K 1J2,13046,Square feet,70,0,91974.42603,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4047,7.1,,OPY,Storage Facilities
Sunnyside Sewage Pumping Station,Facilities related to the pumping of sewage,0 Sunnyside Beach,Toronto,M6R 2N9,0,Square feet,168,1072.618816,91519.01777,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4027,,85.3,SNSB,Sewage Pumping Facilities
Midland Sewage Pumping Station,Facilities related to the pumping of sewage,21 Midland Ave,Toronto,M1N 3Z5,0,Square feet,168,568.4611721,91317.34927,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4018,,160.6,21MIDL,Sewage Pumping Facilities
TW Various Locations,Other,0 Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,90363.05102,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,3976,,,SCVAR,Water Misc Service
Humber Bay Park East,Other,2223 Lake Shore Blvd W.,Toronto,M8V 0B1,2551,Square feet,100,0,89274.53185,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,3928,35.0,,HBPE,Outdoor Recreational Facilities
